,Year,Movie_name,Role,Actor,Action,Adventure,Comedy,Drama,Thriller,Crime,History,Mystery,Fantasy,Family,Romance,War,Biography,Director,Rating
533,2013,Pullipulikalum Aattinkuttiyum,Mamachan,Suraj Venjaramoodu,,,1,,,,,,,,,,,Jose Lal,5.4
22,2013,Sringaravelan,Kannan,Dileep,,,1,,,,,,,,,,,Jose Thomas,3.2
21,2013,Lokpal,Nandagopal / Lokpal,Mohanlal,,,,,1,,,,,,,,,Joshiy,2.9
29,2013,Celluloid,J C Daniel,Prithviraj Sukumaran,,,,1,,,,,,,,,1,Kamal,7.7
427,2013,Celluloid,Ramakrishnan Iyer IAS,Siddique,,,,1,,,,,,,,,,Kamal,7.7
24,2013,Ezhu Sundara Rathrikal,Aby Mathews,Dileep,,,,,,,,,,1,,,,Lal Jose,5.1
15,2013,Pullipulikalum Aattinkuttiyum,Gopan aka Chakka Gopan,Kunchacko Boban,,,1,,,,,,,,,,,Lal Jose,5.4
35,2013,Immanuel,Immanuel,Mammmootty,,,,1,,,,,,,,,,Lal Jose,6.8
531,2013,Ezhu Sundara Rathrikal,Prem Raj,Suraj Venjaramoodu,,,,1,,,,,,,1,,,Lal Jose,5.1
311,2013,Amen,Father Vincent Vattolli,Indrajith Sukumaran,,,,,,,,,,,1,,,Lijo Jose Pellissery,7.8
118,2013,Ithu Pathirmanal,Johnkutty,Jayasurya,,,,,1,,,,,,,,,M.Padmakumar,5.4
122,2013,D Company,Varaal Jaison,Jayasurya,1,,,1,,1,,,,,,,,M.Padmakumar,4.6
3,2013,ABCD: American-Born Confused Desi,Jones Isaac,Dulquer,,,1,,,,,,,,,,,Martin Prakkat,6.5
314,2013,Paisa Paisa,Kishore,Indrajith Sukumaran,,,,,1,,,,,,,,,Prashanth Murali,5.5
24,2013,Geethaanjali,Dr. Sunny Joseph,Mohanlal,,,,,1,,,,,,,,,Priyadarshan,3.8
34,2013,Kadal Kadannoru Mathukkutty,Matthew George aka Mathukkutty,Mammmootty,,,1,,,,,,,,,,,Ranjith,5.1
425,2013,Kadal Kadannoru Mathukutty,Abraham & Himself,Siddique,,,1,,,,,,,,,,,Ranjith,5.1
123,2013,Punyalan Agarbattis,Joy Thakkkolkaaran,Jayasurya,,,1,,,,,,,,,,,Ranjith Shankar,7.1
6,2013,Pattam Pole,"Karthikeyan ""Karthi""",Dulquer,,,,,,,,,,,1,,,Rico Alapan,4.9
28,2013,Mumbai Police,Antony Moses,Prithviraj Sukumaran,,,,,1,,,1,,,,,,Roshan Andrews,8
125,2013,Mumbai Police,ACP Aaryan,Jayasurya,,,,,1,,,1,,,,,,Roshan Andrews,8
22,2013,Red Wine,A. C. P Ratheesh Vasudevan,Mohanlal,,,,,1,,,1,,,,,,Salam Bappu,5.3
536,2013,Red Wine,Joe Sebastian,Suraj Venjaramoodu,,,,,1,,,1,,,,,,Salam Bappu,5.3
424,2013,Kunjananthante Kada,Dr.Rahaman,Siddique,,,,1,,,,,,1,,,,Salim Ahamed,3.5
33,2013,Kunjananthante Kada,Kunjananthan,Mammmootty,,,,1,,,,,,1,,,,Salim Ahamed,5.9
5,2013,Neelakasham Pachakadal Chuvanna Bhoomi,Kassi,Dulquer,,1,,1,,,,,,,,,,Sameer Thahir,7.7
433,2013,Swapaanam,Narayanan Namboodiri,Siddique,,,,1,,,,,,,,,,Shaji N.Karun,6.9
318,2013,Vedivazhipadu,Joseph,Indrajith Sukumaran,,,1,,,,,,,,,,,Shambu Purushothaman,5.2
124,2013,Philips And The Monkey Pen,,Jayasurya,,,1,,,,,,,1,,,,Shanil Mohammed,7.3
11,2013,English: An Autumn in London,Sibin,Nivin Pauly,,,,1,,,,,,,,,,Shyamaprasad,5.8
23,2013,Ladies and Gentleman,Chandrabose,Mohanlal,,,1,,,,,,,,,,,Siddique,3.6
319,2013,101 Chodyangal,Mukundhan,Indrajith Sukumaran,,,,1,,,,,,,,,,Sidhartha Shiva,7.1
16,2013,Kadhaveedu,Raj Karthik,Kunchacko Boban,,,,,,,,,,1,,,,Sohan Lal,5.2
13,2013,3 Dots,Vishnu,Kunchacko Boban,,,,1,,,,,,,,,,Sugeeth,4.2
205,2013,3 Dots,Louis,Biju Menon,,,,1,,,,,,,,,,Sugeeth,4.2
315,2013,Arikil Oraal,Siddarth,Indrajith Sukumaran,,,,,,,,1,,,,,,Sunil Ibrahim,6
13,2013,Arikil Oraal,Icha,Nivin Pauly,,,,,,,,1,,,,,,Sunil Ibrahim,6
312,2013,Up and Down:Mukalil Oralundu,Thamburan,Indrajith Sukumaran,,,,1,1,,,,,,,,,T.K.Rajeev Kumar,5.1
119,2013,David and Goliath,David,Jayasurya,,,,1,,,,,,,,,,T.Rajeevnath,4.3
20,2013,Kammath & Kammath,Deva Raja Kammath,Dileep,1,,1,,,,,,,,1,,,Thomson K.Thomas,3.6
537,2013,Proprietors:Kammath & Kammath,Sebastian Kuzhiveli,Suraj Venjaramoodu,1,,,,,,,,,,,,,Thomson K.Thomas,3.6
31,2013,Silence,Aravind Chandrasekhar,Mammmootty,,,,1,1,,,,,,,,,V.K.Prakash,4.7
23,2013,Nadodimannan,Padmanabhan,Dileep,,,1,1,,,,,,,,,,Viji Thampi,2.8
532,2013,Nadodimannan,Sarasappan,Suraj Venjaramoodu,,,,1,,,,,,,,,,Viji Thampi,2.8
21,2013,Sound Thoma,Plapparambil Thoma,Dileep,,,1,1,,,,,,,1,,,Vysakh,4.5
17,2013,Vishudhan,Fr. Sunny,Kunchacko Boban,,,,1,,1,,,,,,,,Vysakh,5.6
534,2013,Sound Thoma,Uruppadi,Suraj Venjaramoodu,,,1,1,,,,,,,,,,Vysakh,4.5
535,2013,Vishudhan ,Thomachan,Suraj Venjaramoodu,,,1,,,,,,,,,,,Vysakh,5.6
28,2014,Gangster,Akbar Ali Khan,Mammmootty,1,,,,1,1,,,,,,,,Aashiq Abu,3.3
14,2014,1983,Rameshan,Nivin Pauly,,,,,,,,,,1,,,,Abrid Shine,7.7
25,2014,RajadhiRaja,Shekharan Kutty aka Rajashekhar/ Raja,Mammmootty,1,,1,,,,,,,,,,,Ajai Vasudev,4.6
430,2014,Rajadhiraja,Mahendra Varma IAS,Siddique,1,,,1,,,,,,,,,,Ajai Vasudev,4.6
113,2014,Mathai Kuzhapakaranalla,Mathai,Jayasurya,,,1,1,,,,,,,,,,Aku Akbar,4.1
527,2014,Ulsaha Committee,Natholi,Suraj Venjaramoodu,,,1,,,,,,,,,,,Aku Akbar,3.7
117,2014,Iyyobinte Pusthakam,Angoor Rawther,Jayasurya,1,1,,1,,,,,,,,,,Amal Neerad,7.7
116,2014,Seconds,Veeramani,Jayasurya,,,,,1,,,1,,,,,,Aneesh Upasana,5.7
25,2014,London Bridge,Vijay Das,Prithviraj Sukumaran,,,,1,,,,,,,1,,,Anil C Menon,4.4
23,2014,Sapthamasree Thaskaraha,Krishnanunni,Prithviraj Sukumaran,,,1,,1,,,,,,,,,Anil Radhakrishnan,6.8
10,2014,Bangalore Days,"Arjun ""Aju""",Dulquer,,,1,1,,,,,,,1,,,Anjali Menon,8.3
16,2014,Bangalore Days,Krishnan P.P. aka 'Kuttan',Nivin Pauly,,,1,1,,,,,,,1,,,Anjali Menon,8.3
20,2014,Peruchazhi,Jagannathan,Mohanlal,,,1,,,,,,,,,,,Arun Vaidyanath,4
18,2014,Mr. Fraud,Bhai Ji,Mohanlal,1,,,,1,1,,,,,,,,B.Unnikrishnan,4.6
432,2014,Mr.Fraud,Rajashekara Varma,Siddique,1,,,,1,,,,,,,,,B.Unnikrishnan,4.6
8,2014,Vaayai Moodi Pesavum,Aravind,Dulquer,,,1,1,,,,,,,1,,,Balaji Mohan,6.7
9,2014,Samsaaram Aarogyathinu Haanikaram,Malayalam,Dulquer,,,1,1,,,,,,,1,,,Balaji Mohan,6.7
428,2014,Mylanchi Monchulla Veedu,Kasim,Siddique,,,,1,,,,,,1,,,,Benny Thomas,2.2
112,2014,Happy Journey,Aaron,Jayasurya,,,,1,,,,,,,,,,Boban Samuel,5.4
22,2014,Taamar Padaar,ACP Pouran,Prithviraj Sukumaran,,,1,,,,,,,,,,,Dileesh Nair,5.1
323,2014,Angels ,Hameen Haider,Indrajith Sukumaran,,,,1,,1,,,,,,,,Jean Markose,6.1
211,2014,Vellimoonga,Mamachan,Biju Menon,,,1,,,,,,,,1,,,Jibu Jacob,7.5
429,2014,Vellimoonga,Vareedh,Siddique,,,1,,,,,,,,1,,,Jibu Jacob,7.5
18,2014,Konthayum Poonoolum,Krishnan,Kunchacko Boban,,,,1,,,,,,,1,,,Jijo Antony,5.4
22,2014,Bhaiyya Bhaiyya,Babumon,Kunchacko Boban,,,1,1,,,,,,,,,,Johny Antony,3.3
210,2014,Bhayya Bhayya,Babulal Chatterji,Biju Menon,,,1,1,,,,,,,,,,Johny Antony,3.3
526,2014,Bhayya Bhayya,Soman,Suraj Venjaramoodu,,,1,1,,,,,,,,,,Johny Antony,3.3
18,2014,Avatharam,Madhavan Mahadevan,Dileep,1,,,1,1,1,,,,,,,,Joshiy,4.1
15,2014,Ohm Shanthi Oshaana,Giri,Nivin Pauly,,,1,,,,,,,,1,,,Jude Anthany Joseph,7.7
11,2014,Vikramadithyan,Adithyan Menon,Dulquer,,,,1,,,,,,,,,,Lal Jose,6.8
17,2014,Vikramadithyan,Lokesh,Nivin Pauly,,,,1,,,,,,,,,,Lal Jose,6.8
20,2014,Law Point,Adv. Sathya,Kunchacko Boban,,,,1,1,,,,,,,,,Lijin Jose,5.3
529,2014,Law Point,Kurian Jose,Suraj Venjaramoodu,,,,1,1,,,,,,,,,Lijin Jose,5.3
19,2014,Polytechnic,Pauly,Kunchacko Boban,,,1,1,,,,,,,,,,M.Padmakumar,4.3
115,2014,Apothecary,Subi Joseph,Jayasurya,,,,1,1,,,,,,,,,Madhav Ramadasan,7.2
30,2014,Balyakalasakhi,Majeed/Majeed's father,Mammmootty,,,,,,,,,,,1,,,Pramod Payyanur,5.1
111,2014,Aamayum Muyalum,Kallu,Jayasurya,,,1,,,,,,,,,,,Priyadarshan,3.4
17,2014,Ring Master,Prince,Dileep,,,1,1,,,,,,,1,,,Raffi,4.6
530,2014,Ring Master,Shravan,Suraj Venjaramoodu,,,1,1,,,,,,,,,,Raffi,4.6
12,2014,Njaan,K. T. N. Kottoor /,Dulquer,,,,1,,,,,,,,,,Ranjith,6.1
24,2014,Varsham,P.K.Venugopal,Mammmootty,,,,1,,,,,,,,,,Ranjith Shankar,7
114,2014,Lal Bahadur Shastri,Sree Lal,Jayasurya,,,,,1,,,,,,,,,Rejishh Midhila,5.4
528,2014,How Old Are You,Benny,Suraj Venjaramoodu,,,,1,,,,,,,,,,Roshan Andrews,7.1
27,2014,Manglish,Malik Bhai,Mammmootty,,,1,,,,,,,,,,,Salam Bappu,4.3
21,2014,How Old Are You,Rajeev,Kunchacko Boban,,,,1,,,,,,,,,,Sanjay,7.1
7,2014,Salalah Mobiles,Afzal,Dulquer,,,1,,,,,,,,,,,Sharath Haridaasan,3.9
434,2014,Salala Mobiles,Ajay Chacko IPS,Siddique,,,,,,,,,,,1,,,Sharath Haridaasan,3.9
29,2014,Praise the Lord,Joy,Mammmootty,,,,1,,,,,,,,,,Shibu Gangadharan,3
19,2014,Koothara,Usthad Saali,Mohanlal,,,1,,,,,1,1,,,,,Srinath Rajendran,5.1
19,2014,Villali Veeran,Sidharthan,Dileep,,,1,1,,,,,,,,,,Sudheesh Sankar,2.4
431,2014,Villali Veeran,Sidharthan's Father,Siddique,,,1,1,,,,,,,,,,Sudheesh Sankar,2.4
209,2014,Pakida,George Koshi Andrapper,Biju Menon,,,,,1,,,,,,,,,Sunil Karyattukara,5.1
24,2014,7th Day,David Abhraham,Prithviraj Sukumaran,,,,,1,,,1,,,,,,Syamdhar,6.9
322,2014,Naku Penta Naku Taka,Vinay,Indrajith Sukumaran,,,1,,,,,,,,,,,Vayalar Madhavan,4.8
26,2014,Munnariyippu,CK Raghavan,Mammmootty,,,,1,1,,,,,,,,,Venu Isc,7.8
321,2014,Masala Republic,SI Shambu,Indrajith Sukumaran,,,1,,1,,,,,,,,,Vishak G S,5.2
23,2014,Cousins,Sam,Kunchacko Boban,,,1,,,,,,,,,,,Vysakh,3.3
324,2014,Cousins,Joji,Indrajith Sukumaran,,,1,,,,,,,,,,,Vysakh,3.3
525,2014,Cousins ,Poly,Suraj Venjaramoodu,,,1,,,,,,,,,,,Vysakh,3.3
21,2015,Premam,George David,Nivin Pauly,,,1,1,,,,,,,1,,,Alphonse Puthren,8.3
110,2015,Kumbasaram,Alby,Jayasurya,,,,,1,,,,,,,,,Aneesh Anwar,6.4
27,2015,Lord Livingstone 7000 Kandi,Philipose John Varkey,Kunchacko Boban,,1,,,1,,,,,,,,,Anil Radhakrishnan,5.4
108,2015,Jilebi,Sreekuttan,Jayasurya,,,1,,,,,,,1,,,,Arun Shekar,5.3
109,2015,Lukka Chuppi,Raghuram,Jayasurya,,,,1,,,,,,,,,,Bash Mohammed,6.7
212,2015,Kunjiramayanam,Manoharan,Biju Menon,,,1,,,,,,,,,,,Basil Joseph,6.5
29,2015,Valiya Chirakulla Pakshikal,Photographer,Kunchacko Boban,,,,1,,,,,,,,,,Bijukumar Damodaran,7.7
23,2015,Fireman,Vijay,Mammmootty,1,1,,,1,,,,,,,,,Deepu Karunakaran,5.8
438,2015,Fireman,Sakhav Iqbal,Siddique,,,,1,1,,,,,,,,,Deepu Karunakaran,5.8
21,2015,Acha Dhin,Durgadas,Mammmootty,,,,1,,,,,,,,,,G.Marthandan,3.2
19,2015,Oru Vadakkan Selfie,Umesh,Nivin Pauly,,,1,,1,,,,,,,,,G.Prajith,6.7
15,2015,Life of Josutty,Josutty,Dileep,,,,1,,,,,,,,,,Jeethu Joseph,6.2
521,2015,Life of Josutty,Varkey,Suraj Venjaramoodu,,,1,1,,,,,,,,,,Jeethu Joseph,6.2
13,2015,100 Days of Love,Balan K. Nair /,Dulquer,,,1,,,,,,,,1,,,Jenuse,6.6
15,2015,Lailaa O Lailaa,Jai Mohan,Mohanlal,1,,,,1,,,,,,,,,Joshiy,3.2
519,2015,Female Unnikrishnan,Unnikrishnan,Suraj Venjaramoodu,,,1,,,,,,,,,,,K.B.Madhu,4.2
20,2015,Utopiayile Rajavu,C.P. Swathanthran,Mammmootty,,,,1,,,,,,,,,,Kamal,3.4
19,2015,Double Barrel,Pancho,Prithviraj Sukumaran,1,,1,,1,,,,,,,,,Lijo Jose Pellissery,5.6
326,2015,Double Barrel,Vincy,Indrajith Sukumaran,1,,,,1,,,,,,,,,Lijo Jose Pellissery,5.6
17,2015,Kanal,John David,Mohanlal,1,,,,1,,,,,,,,,M.Padmakumar,4.7
21,2015,Picket 43,Havildar Hareendran Nair,Prithviraj Sukumaran,,,,1,1,,,,,,,,,Major Ravi,7.2
14,2015,O Kadhal Kanmani,"Aditya ""Aadhi"" Varadarajan",Dulquer,,,,,,,,,,,1,,,Mani Ratnam,7.4
15,2015,Charlie,Charlie,Dulquer,,,,1,1,,,,,,,,,Martin Prakkat,7.9
105,2015,Aadu,Shaji Pappan,Jayasurya,1,,1,,,,,,,,,,,Midhun Manuel Thomas,6.9
17,2015,Amar Akbar Antony,Amarnath,Prithviraj Sukumaran,,,1,,,1,,,,,,,,Nadirsha,6.5
107,2015,Amar Akbar Antony,Akbar,Jayasurya,,,1,,,1,,,,,,,,Nadirsha,6.5
328,2015,Amar Akbar Antony,Antony,Indrajith Sukumaran,,,1,1,,,,,,,,,,Nadirsha,6.5
435,2015,Amar Akbar Antony,C I Sethunath V.R,Siddique,,,1,1,,,,,,,,,,Nadirsha,6.5
18,2015,Ennu Ninte Moideen,B.P.Moideen,Prithviraj Sukumaran,,,,1,,,,,,,1,,1,R.S.Vimal,8
325,2015,Rasam,Balu,Indrajith Sukumaran,,,,1,,,,,,,,,,Rajeev Nath,4
217,2015,Salt Mango Tree,Aravind TP,Biju Menon,,,1,1,,,,,,,,,,Rajesh Nair,6.2
18,2015,Mili,Naveen,Nivin Pauly,,,,1,,,,,,,,,,Rajesh Pillai,6
16,2015,Loham,"Rajeev ""Raju"" Sathyamoorthy",Mohanlal,1,,,,1,,,,,,,,,Ranjith,5.2
437,2015,Loham,Muhammed Unni,Siddique,1,,,,1,,,,,,,,,Ranjith,5.2
106,2015,Su Su Sudhi Vathmeekam,Sudhi Vathmeekam,Jayasurya,,,,1,,,,,,,,,,Ranjith Shankar,7.7
28,2015,Rajamma at yahoo,Michael Rajamma,Kunchacko Boban,,,1,1,,,,,,,,,,Reghu Rama,4.2
213,2015,Anaarkkali,Zachariah,Biju Menon,,,,1,,,,,,,1,,,Sachi,6.9
16,2015,Anarkali,Shantanu,Prithviraj Sukumaran,,,,1,,,,,,,1,,,Sachy,6.9
436,2015,Pathemari,Velayudhan,Siddique,,,,1,,,,,,,,,,Salim Ahamed,8.4
19,2015,Pathemari,Pallikal Narayanan,Mammmootty,,,,1,,,,,,,,,,Salim Ahamed,8.4
24,2015,Chirakodinja Kinavukal,Thayyalkaran (Tailor)/,Kunchacko Boban,,,1,,,,,,,,,,,Santhosh Viswanath,6.2
14,2015,Ennum Eppozhum,Vineeth N. Pillai,Mohanlal,,,1,1,,,,,,,,,,Sathyan Anthikkad,5.5
16,2015,Two Countries,Ullas,Dileep,,,1,1,,,,,,,,,,Shafi,6.7
518,2015,Two Countries,Jimmy,Suraj Venjaramoodu,,,1,1,,,,,,,,,,Shafi,6.7
20,2015,Ivide,Krish Hebbar,Nivin Pauly,,,,1,,1,,,,,,,,Shyamaprasad,5.7
20,2015,Ivide ,Varun Blake,Prithviraj Sukumaran,,,,1,,1,,,,,,,,Shyamaprasad,5.7
524,2015,Chandrettan Evideya,Narayanan Ilayath,Suraj Venjaramoodu,,,1,,,,,,,,1,,,Siddharth,6
22,2015,Bhaskar the Rascal,Bhaskar,Mammmootty,,,1,1,,,,,,1,,,,Siddique,5.3
13,2015,Chandrettan Evideya,Chandramohan,Dileep,,,1,,,,,,1,,,,,Sidharth Bharathan,6
14,2015,Love 24x7,Roopesh Nambiar,Dileep,,,,,,,,,,,1,,,Sreebala.K,5.5
25,2015,Madhura Naranga,Jeevan,Kunchacko Boban,,,,1,,,,,,1,1,,,Sugeeth,6.1
215,2015,Madhura Naaranga,Salim,Biju Menon,,,,1,,,,,,,1,,,Sugeeth,6.1
523,2015,Madhura Naaranga,Kasargod Ibrahim(Icha),Suraj Venjaramoodu,,,,1,,,,,,,1,,,Sugeeth,6.1
12,2015,Ivan Maryadaraman,Raman,Dileep,,,1,,,,,,,,,,,Suresh Divakar,3.5
13,2015,Rasam,Himself,Mohanlal,,,,1,,,,,,,,,,T.Rajeevnath,4
522,2015,Jamna Pyari,S.P Sabu,Suraj Venjaramoodu,,,1,,,,,,,,,,,Thomas K.Sebastian,4.7
26,2015,Jamna Pyari,Vassoottan,Kunchacko Boban,,,1,1,,,,,,,,,,Thomas K.Sebastian,4.7
327,2015,Kohinoor,Haider,Indrajith Sukumaran,,,1,,,,,,,,,,,Vinay Govind,6.3
520,2015,Ben,Justin,Suraj Venjaramoodu,,,,1,,,,,,,,,,Vipin Atley,7.3
18,2016,Puthiya Niyamam,Adv. Louis Pothen,Mammmootty,,,,,1,,,1,,,,,,A.K.Sajan,6.5
517,2016,Aciton Hero Biju,Pavithran,Suraj Venjaramoodu,1,,,,1,,,,,,,,,Abrid Shine,7.7
22,2016,Action Hero Biju,Biju Paulose,Nivin Pauly,1,,1,,1,,,,,,,,,Abrid Shine,7.7
10,2016,Pinneyum,Purushothaman,Dileep,,,,1,,,,,,1,1,,,Adoor Gopalakrishnan,7.1
32,2016,Shajahanum Pareekuttiyum,Pranav Menon,Kunchacko Boban,,,1,,,,,,,,,,,Boban Samuel,3.8
103,2016,Shajahanum Pareekuttiyum,Prince,Jayasurya,,,1,,,,,,,,,,,Boban Samuel,3.8
514,2016,Shajahanum Pareekuttiyum,Detective Mathews,Suraj Venjaramoodu,,,1,,,,,,,,1,,,Boban Samuel,3.8
512,2016,Karinkunnam 6'S,Nelson,Suraj Venjaramoodu,,,,1,,,,,,,,,,Deepu Karunakaran,5.5
15,2016,Paavada,Joy,Prithviraj Sukumaran,,,1,1,,,,,,,,,,G.Marthandan,6.2
446,2016,Paavada,Advocate Anantharama Iyyer,Siddique,,,1,1,,,,,,,,,,G.Marthandan,6.2
24,2016,Aanandam,Akash,Nivin Pauly,,1,1,1,,,,,,,1,,,Ganesh Raj,7.2
12,2016,Oozham,Surya,Prithviraj Sukumaran,1,,,1,1,,,,,,,,,Jeethu Joseph,6
14,2016,Darvinte Parinamam,Anil Anto,Prithviraj Sukumaran,1,,1,1,,,,,,,,,,Jijo Antony,5.3
15,2016,Thoppil Joppan,Thoppil Joppan,Mammmootty,,,1,1,,,,,,,,,,Johny Antony,5.7
216,2016,Swarnakkaduva,Rini Iype Maatummel,Biju Menon,,,1,,,,,,,,,,,Jose Thomas,5.2
510,2016,Oru Muthassi Gadha,Siby,Suraj Venjaramoodu,,,1,1,,,,,,,,,,Jude Anthany Joseph,6.3
214,2016,Anuraga Karikkin Vellam,Raghu,Biju Menon,,,1,,,,,,,,1,,,Khalid Rahman,7.2
224,2016,Olappeeppi,Unni Menon,Biju Menon,,,,1,,,1,,,,,,,Krish Kaimal,7.6
9,2016,King Liar,Sathyanarayanan,Dileep,,,1,,,,,,,,,,,Lal,5.4
18,2016,Annmaria Kalippilanu,Angel,Dulquer,,,1,1,,,,,,,,,,Midhun Manuel Thomas,7.3
443,2016,Ann Maria Kalippilanu,Perungudy Baby,Siddique,,,,1,,,,,,1,,,,Midhun Manuel Thomas,7.3
439,2016,Kattappanayile Rithwik Roshan,Surendran(Sura),Siddique,,,1,,,,,,,,,,,Nadirsha,7.1
17,2016,Kasaba,Rajan Zachariah,Mammmootty,1,,,,1,1,,,,,,,,Nithin Renji Panicker,4.7
445,2016,Kasaba,I.G.Chandrashekar,Siddique,1,,,,1,,,,,,,,,Nithin Renji Panicker,4.7
11,2016,Oppam,Jayaraman,Mohanlal,1,,,,1,1,,,,,,,,Priyadarshan,7.4
441,2016,Oppam,Baputty,Siddique,,,,,1,1,,,,,,,,Priyadarshan,7.4
17,2016,Kammatipaadam,Krishnan,Dulquer,1,,,1,,,,,,,,,,Rajeev Ravi,8.1
516,2016,Kammatipaadam,Sumesh,Suraj Venjaramoodu,1,,,,1,,,,,,,,,Rajeev Ravi,8.1
30,2016,Vettah,Melvin Philip,Kunchacko Boban,,,,,1,1,,1,,,,,,Rajesh Pillai,6.8
329,2016,Vettah,ACP Zxylex Abraham,Indrajith Sukumaran,,,,,1,,,1,,,,,,Rajesh Pillai,6.8
218,2016,Leela,Kuttiyappan,Biju Menon,,,,1,,,,,,,1,,,Ranjith,3.5
101,2016,Pretham,John Don Bosco,Jayasurya,,,1,,,,,1,1,,,,,Ranjith Shankar,6.5
31,2016,Valliyum Thetti Pulliyum Thetti,Vinayan,Kunchacko Boban,1,,1,1,1,,,,,,,,,Rishi Sivakumar,3.3
33,2016,School Bus,SI Gopakumar,Kunchacko Boban,,,,1,,,,,,1,,,,Roshan Andrews,5.7
104,2016,School Bus,Joseph,Jayasurya,,,,1,,,,,,1,,,,Roshan Andrews,5.7
